MapChunk(cid=0, pos=GameChunkPos(super=GameBlockPos(x=0, y=0, z=0), ep=GameBlockPos(x=8, y=8, z=8)), leaf=false)
MapChunk(cid=1, pos=GameChunkPos(super=GameBlockPos(x=0, y=0, z=0), ep=GameBlockPos(x=4, y=4, z=4)), leaf=true)
MapBlock(pos=GameBlockPos(x=4, y=5, z=5), parent=8, material=880, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=5, y=5, z=5), parent=8, material=827, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=6, y=5, z=5), parent=8, material=923, object=819, temp=0, lux=0, p=101)
MapBlock(pos=GameBlockPos(x=7, y=5, z=5), parent=8, material=825, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=4, y=6, z=5), parent=8, material=827, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=5, y=6, z=5), parent=8, material=827, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=6, y=6, z=5), parent=8, material=827, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=7, y=6, z=5), parent=8, material=825, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=4, y=7, z=5), parent=8, material=825, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=5, y=7, z=5), parent=8, material=825, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=6, y=7, z=5), parent=8, material=825, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=7, y=7, z=5), parent=8, material=825, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=4, y=4, z=6), parent=8, material=840, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=5, y=4, z=6), parent=8, material=923, object=819, temp=0, lux=0, p=101)
MapBlock(pos=GameBlockPos(x=6, y=4, z=6), parent=8, material=923, object=819, temp=0, lux=0, p=101)
MapBlock(pos=GameBlockPos(x=7, y=4, z=6), parent=8, material=840, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=4, y=5, z=6), parent=8, material=840, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=5, y=5, z=6), parent=8, material=923, object=819, temp=0, lux=0, p=101)
MapBlock(pos=GameBlockPos(x=6, y=5, z=6), parent=8, material=923, object=819, temp=0, lux=0, p=101)
MapBlock(pos=GameBlockPos(x=7, y=5, z=6), parent=8, material=840, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=4, y=6, z=6), parent=8, material=840, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=5, y=6, z=6), parent=8, material=840, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=6, y=6, z=6), parent=8, material=840, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=7, y=6, z=6), parent=8, material=840, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=4, y=7, z=6), parent=8, material=840, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=5, y=7, z=6), parent=8, material=840, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=6, y=7, z=6), parent=8, material=840, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=7, y=7, z=6), parent=8, material=840, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=4, y=4, z=7), parent=8, material=815, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=5, y=4, z=7), parent=8, material=815, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=6, y=4, z=7), parent=8, material=815, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=7, y=4, z=7), parent=8, material=815, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=4, y=5, z=7), parent=8, material=815, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=5, y=5, z=7), parent=8, material=815, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=6, y=5, z=7), parent=8, material=815, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=7, y=5, z=7), parent=8, material=815, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=4, y=6, z=7), parent=8, material=815, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=5, y=6, z=7), parent=8, material=815, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=6, y=6, z=7), parent=8, material=815, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=7, y=6, z=7), parent=8, material=815, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=4, y=7, z=7), parent=8, material=815, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=5, y=7, z=7), parent=8, material=815, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=6, y=7, z=7), parent=8, material=815, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=7, y=7, z=7), parent=8, material=815, object=-1, temp=0, lux=0, p=0)
