MapChunk(cid=0, pos=GameChunkPos(super=GameBlockPos(x=0, y=0, z=0), ep=GameBlockPos(x=8, y=8, z=8)))
MapBlock(pos=GameBlockPos(x=6, y=4, z=3), parent=61, material=3813930958849, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=7, y=4, z=3), parent=61, material=3813930958849, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=6, y=5, z=3), parent=61, material=3813930958849, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=7, y=5, z=3), parent=61, material=3813930958849, object=3474628542465, p=0)
MapChunk(cid=62, pos=GameChunkPos(super=GameBlockPos(x=6, y=6, z=0), ep=GameBlockPos(x=8, y=8, z=2)))
MapBlock(pos=GameBlockPos(x=6, y=6, z=0), parent=62, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=7, y=6, z=0), parent=62, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=6, y=7, z=0), parent=62, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=7, y=7, z=0), parent=62, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=6, y=6, z=1), parent=62, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=7, y=6, z=1), parent=62, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=6, y=7, z=1), parent=62, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=7, y=7, z=1), parent=62, material=3856880631809, object=3474628542465, p=1)
MapChunk(cid=63, pos=GameChunkPos(super=GameBlockPos(x=6, y=6, z=2), ep=GameBlockPos(x=8, y=8, z=4)))
MapBlock(pos=GameBlockPos(x=6, y=6, z=2), parent=63, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=7, y=6, z=2), parent=63, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=6, y=7, z=2), parent=63, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=7, y=7, z=2), parent=63, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=6, y=6, z=3), parent=63, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=7, y=6, z=3), parent=63, material=3813930958849, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=6, y=7, z=3), parent=63, material=3813930958849, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=7, y=7, z=3), parent=63, material=3813930958849, object=3474628542465, p=0)
MapChunk(cid=64, pos=GameChunkPos(super=GameBlockPos(x=4, y=4, z=4), ep=GameBlockPos(x=8, y=8, z=8)))
MapChunk(cid=65, pos=GameChunkPos(super=GameBlockPos(x=4, y=4, z=4), ep=GameBlockPos(x=6, y=6, z=6)))
MapBlock(pos=GameBlockPos(x=4, y=4, z=4), parent=65, material=3783866187777, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=5, y=4, z=4), parent=65, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=4, y=5, z=4), parent=65, material=3783866187777, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=5, y=5, z=4), parent=65, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=4, y=4, z=5), parent=65, material=3779571220481, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=5, y=4, z=5), parent=65, material=3551937953793, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=4, y=5, z=5), parent=65, material=3779571220481, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=5, y=5, z=5), parent=65, material=3551937953793, object=3474628542465, p=0)
MapChunk(cid=66, pos=GameChunkPos(super=GameBlockPos(x=4, y=4, z=6), ep=GameBlockPos(x=6, y=6, z=8)))
MapBlock(pos=GameBlockPos(x=4, y=4, z=6), parent=66, material=3607772528641, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=5, y=4, z=6), parent=66, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=4, y=5, z=6), parent=66, material=3607772528641, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=5, y=5, z=6), parent=66, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=4, y=4, z=7), parent=66, material=3500398346241, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=5, y=4, z=7), parent=66, material=3500398346241, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=4, y=5, z=7), parent=66, material=3500398346241, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=5, y=5, z=7), parent=66, material=3500398346241, object=3474628542465, p=0)
MapChunk(cid=67, pos=GameChunkPos(super=GameBlockPos(x=4, y=6, z=4), ep=GameBlockPos(x=6, y=8, z=6)))
MapBlock(pos=GameBlockPos(x=4, y=6, z=4), parent=67, material=3543348019201, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=5, y=6, z=4), parent=67, material=3543348019201, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=4, y=7, z=4), parent=67, material=3813930958849, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=5, y=7, z=4), parent=67, material=3813930958849, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=4, y=6, z=5), parent=67, material=3551937953793, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=5, y=6, z=5), parent=67, material=3551937953793, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=4, y=7, z=5), parent=67, material=3543348019201, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=5, y=7, z=5), parent=67, material=3543348019201, object=3474628542465, p=0)
MapChunk(cid=68, pos=GameChunkPos(super=GameBlockPos(x=4, y=6, z=6), ep=GameBlockPos(x=6, y=8, z=8)))
MapBlock(pos=GameBlockPos(x=4, y=6, z=6), parent=68, material=3607772528641, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=5, y=6, z=6), parent=68, material=3607772528641, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=4, y=7, z=6), parent=68, material=3607772528641, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=5, y=7, z=6), parent=68, material=3607772528641, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=4, y=6, z=7), parent=68, material=3500398346241, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=5, y=6, z=7), parent=68, material=3500398346241, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=4, y=7, z=7), parent=68, material=3500398346241, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=5, y=7, z=7), parent=68, material=3500398346241, object=3474628542465, p=0)
MapChunk(cid=69, pos=GameChunkPos(super=GameBlockPos(x=6, y=4, z=4), ep=GameBlockPos(x=8, y=6, z=6)))
MapBlock(pos=GameBlockPos(x=6, y=4, z=4), parent=69, material=3543348019201, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=7, y=4, z=4), parent=69, material=3813930958849, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=6, y=5, z=4), parent=69, material=3543348019201, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=7, y=5, z=4), parent=69, material=3813930958849, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=6, y=4, z=5), parent=69, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=7, y=4, z=5), parent=69, material=3543348019201, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=6, y=5, z=5), parent=69, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=7, y=5, z=5), parent=69, material=3543348019201, object=3474628542465, p=0)
MapChunk(cid=70, pos=GameChunkPos(super=GameBlockPos(x=6, y=4, z=6), ep=GameBlockPos(x=8, y=6, z=8)))
MapBlock(pos=GameBlockPos(x=6, y=4, z=6), parent=70, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=7, y=4, z=6), parent=70, material=3607772528641, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=6, y=5, z=6), parent=70, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=7, y=5, z=6), parent=70, material=3607772528641, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=6, y=4, z=7), parent=70, material=3500398346241, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=7, y=4, z=7), parent=70, material=3500398346241, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=6, y=5, z=7), parent=70, material=3500398346241, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=7, y=5, z=7), parent=70, material=3500398346241, object=3474628542465, p=0)
MapChunk(cid=71, pos=GameChunkPos(super=GameBlockPos(x=6, y=6, z=4), ep=GameBlockPos(x=8, y=8, z=6)))
MapBlock(pos=GameBlockPos(x=6, y=6, z=4), parent=71, material=3543348019201, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=7, y=6, z=4), parent=71, material=3813930958849, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=6, y=7, z=4), parent=71, material=3813930958849, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=7, y=7, z=4), parent=71, material=3813930958849, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=6, y=6, z=5), parent=71, material=3551937953793, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=7, y=6, z=5), parent=71, material=3543348019201, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=6, y=7, z=5), parent=71, material=3543348019201, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=7, y=7, z=5), parent=71, material=3543348019201, object=3474628542465, p=0)
MapChunk(cid=72, pos=GameChunkPos(super=GameBlockPos(x=6, y=6, z=6), ep=GameBlockPos(x=8, y=8, z=8)))
MapBlock(pos=GameBlockPos(x=6, y=6, z=6), parent=72, material=3607772528641, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=7, y=6, z=6), parent=72, material=3607772528641, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=6, y=7, z=6), parent=72, material=3607772528641, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=7, y=7, z=6), parent=72, material=3607772528641, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=6, y=6, z=7), parent=72, material=3500398346241, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=7, y=6, z=7), parent=72, material=3500398346241, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=6, y=7, z=7), parent=72, material=3500398346241, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=7, y=7, z=7), parent=72, material=3500398346241, object=3474628542465, p=0)
